"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text"
"22741","B001GCVLVI","A355MP6YMIZ0U8","Slnrd ""slnrd""","0","0","5","1323216000","mmmmm ......","These are absolutely yummy especially with a good cup of coffee in the morning ... mmm, mmm, mmm, mmm, mmm, mmm, mmm"
"22742","B001GCVLVI","AVFA1JB08RG8G","Wile E. Coyote ""^. .^""","2","5","4","1258848000","Highland Heaven!","These shortbread biscuits by Walkers of Scotland are some of the finest I've ever encountered. Their adherence to a time-honored recipe, with pure, traditional, and preservative-free ingredients, likely explains the superb quality of their baked goods. These cookies have a nice, fresh, buttery taste, a slightly crumbly consistency [as expected], and a delightful aroma. Be forewarned, however, these things are highly addictive! Our little Sheltie girl [coincidentally, also from the Scottish Highlands] will willingly attest to this fact...she's crazy for them! The devilish truth is, that these biscuits come in at seventy calories and four saturated fat grams apiece...hence, the reluctant 4-star rating."
"22743","B001HNXW2M","A1XZHWOYNSMNJP","M. R. Conlon","0","0","5","1241308800","Awesome!","This is the perfect companion to crab cakes.  The sweetness plays off the mild/medium heat and really impresses guests.  Add a glass of sauvignon blanc and a warm summer day - viola!"
"22744","B0029JZNDO","A1N4UAL7E0747T","Beauty Ethics Inc.","0","0","5","1262476800","This is not your usual noodle soup","I find this noodle bowl to be the most savory and easiest way to get a quick lunch.  It only needs 3 minutes to make in the microwave and when you have only a half hour for lunch time matters.Try it I promise you will buy it by the case like i do."
"22745","B000WEOSKC","AWNZTSI1Q6CU2","LynnB","8","8","5","1217894400","Works as Advertised","The bunnies had eaten my blanket flowers down to the ground.  I sprayed DeFence on what was left and I'm happy to report the plants have grown back and are sporting flowers once again."
"22746","B000WEOSKC","A405A608KK4LN","Jenraider72 ""Jen""","0","0","2","1340323200","I really wanted it to work...","So I had a big problem this season with rabbits eating my Hostas,lilies and other plants. It was getting so bad, that I figured I'd spend the money and try one of these sprays knowing that the reviews for pretty much all of them seem to be split.  I figured I had nothing to lose.  So I applied as per the labels instructions.  I did not have any issue with the spray damaging any of my flowers or plants and it did seem to work initially.  I had almost a week with no new damage. There was also no rain of any note that may have washed it away.  I don't think the rain since has washed it away either though, as I can see a residue on some of the leaves on some plants that were sprayed and left high up in a place where rabbits couldn't get to them.  Unfortunately, the happiness was short-lived. Again I was coming home to check on my plants and finding more bitten off leaves and decapitated lilies. I stopped checking before leaving for work because it would put me in such a bad mood every time I'd see more ""victims"". I just hate spending almost $20.00 for something (I was so desperate that I paid the extra 3.99 for 1 day even though I am a prime member) that in the end did not work as it should have. I just planted replacement bulbs for the 22 of 25 lilies that were beheaded and now I am here looking for a different kind of rabbit/small animal repellent. It's difficult to choose, as again it seems many products work for some and not for others. It looks like I was just one of the unlucky ones with this product and I'll try something else and see what happens.  Good luck to you all.  I hope you have more success than I did whether you try this product or a different one."
"22747","B000WEOSKC","A2H3UARC0G6C3U","Rob T","0","0","4","1325030400","worked","I used the product around my yard to try and prevent bunnies from sleeping and pooping on my lawn.  They appear to be finding another place to relax all night long."
"22748","B000WEOSKC","ANHTXFXQSI9NX","flossy","0","1","1","1304812800","crap","This stuff is crap.  It kills flowers, there leaves & curdles after a week.  Waste of time & money"
"22749","B0017R538Y","AEBZMPFQGOOYP","Susan K. Patton","0","0","5","1341014400","the best trofie","If you make Trofie, this is the best brand you will find.  Excellent flavor.  Be sure to order several packages - in order to cover the shipping cost."
"22750","B00158UTDY","A4EXUDL99RIN9","W. Cain","1","1","4","1230249600","Wonderful creamy grits","These are very creamy, great tasting grits.  Taste even better than locally ground corn grits.  The only drawback is the fact that it is such a small package."
"22751","B00158UTDY","AWLYNFE5PORQM","Kim Stover","0","0","5","1350172800","Great grits!","Julia's Pantry yellow grits are wonderful!  They are easy to cook, creamy and great tasting.  Within the cloth bag, the grits are in a plastic resealable pouch to keep them fresh.  I highly recommend Julia's Pantry yellow grits (as well as some other of their products)."
"22752","B00158UTDY","A2CLQTXFWRJNU4","globehk","0","0","3","1257120000","Different Grits","The pieces of grits are much larger than average sized grits, but the flavor is better, as these are true yellow corn grits, and not bleached out hominy grits. I have since trying this brand purchased some regular sized non-bleached organic yellow corn grits and like them much better. Also, this brand is quite expensive, even considering that you get the reuseable baggy, when compared to the price of the finer ground organic grits I purchased elsewhere, which only cost $1.79/lb. as opposed to the price of these grits and getting less than a pound."
"22753","B000E1HUXU","A12KXKA9KL9FNK","Amy ""mom of 3""","6","6","5","1182124800","Great for Milk Alergies","These chocolate chunks are great for those who cannot have chocolate because of milk allergies.  My daughter can now have chocolate chip cookies, smores, and just chocolate.  She loves them!!!  And I must say they are pretty good right out of the bag!!"
"22754","B000E1HUXU","A2IYH8F97UCZ6G","kalnvnxta ""kq lover""","4","4","5","1166572800","SOOOOOOO DELISH AND *VEGAN*","these are VERY GOOD for making chocolate chip cookies or anything else your chocolate chunk heart desires! way better than store brand chocolate chips that ""happen"" to be vegan because store brand versions of things are so cheap!! highly recommended for the chocolate loving baker -- vegan or not!"
"22755","B000E1HUXU","A3573A5Y7U5AS4","L. Grant","2","2","3","1287792000","What's up with the change in case size?","I have purchased these chunks from Amazon for several years since most local groceries no longer carry the chunks.  I've been happy with the price and service but I noticed they have halved the size of the case and it is nearly the price of a case of 12 a year ago.  I'm not blaming Amazon for the change--I'm blaming the company for poor customer service.  What used to cost around $28 is now over $40.  Shame on you Baker's!"
"22756","B000E1HUXU","A2JRF895NK97WF","Sherry Rowe ""bailynsmommy""","2","2","5","1269302400","Excellent item for our allergen free diet!","My daughter is allergic to wheat, milk, eggs, soy, peanuts, and oats.  This is a great replacement to chocolate chips off the store shelf!  These chunks taste great in cookies, pancakes, and right out of the bag."
"22757","B000E1HUXU","A1SN1YAMVGFJ13","cybershopper46","0","0","5","1266796800","great for hot chocolate and cookies","I have two children who are allergic to milk and this is as good as if it had milk in it. We use earth balence butter substitute and follow the receipe and the package but only using 1/2 the pkg and not the whole. They are as far as I am concerned,- better than the ones we made before. Coming a home cooking for 5 men- they are great. Thank you bakers."
"22758","B000LLIXPC","A2PNYRYS92ZJMX","valda","0","0","5","1314748800","Not sold in Oregon","This is a product that I first sampled in Louisiana while serving with the American Red Cross after hurricane Katrina.  I just recently found them in Jamaica and would like to purchase the in my home town.Brunswick Sardines with Hot Peppers are excellent!!!!!!!I would like to purchase a case and find out if they can be distributed in the Oregon Washington area."
"22759","B000QSOP5W","A6MCGGRCW1PAM","Snapshot Sally","1","1","4","1344211200","Rectified digestive issues","I adopted a 6-ish month puppy last month from a local shelter. He had loose bowels for a month and no amount of antibiotics and veterinarian prescribed food helped.Pupster had been on a high-quality puppy food that included the color blue and wilderness. I love that food. However, I began to wonder if he had a sensitivity to beef and chicken, as well as high percentages of protein...Within one meal of eating this product, his stools were improved. Within two meals, I could pick up his stools, rather than wipe them off the ground. I never thought I would be so happy to pick up poop!I definitely recommend for anyone who thinks their dog may have a food allergy. It is also good for a puppy that needs a lower protein food."
"22760","B000QSOP5W","A2QBYILJM7G2X4","Riverside","0","0","5","1350691200","Best dog food for Labs!","This food was recommended due to chronic problems with skin disorders (as many Labs have).  Our lab has the thickest, shiniest coat I've ever seen, and not one skin issue ever!  I credit the AvoDerm food for that!"
"22761","B000QSOP5W","ATH4YT9BZUXT","joan goepel","0","0","5","1347321600","Healthiest Dog Food","Avoderm oven baked lamb and brown rice has proven to be the best food for Trevor (greyhound).  It's easy for him to digest, has improved his coat (thicker and glossy) and lessened intestinal gas.  He eats it with apparent enjoyment.  It's not easy to find this product everywhere.  Amazon has had it and at the best price."
"22762","B000QSOP5W","A2HIKPKC5DEDF5","KrisT","0","0","5","1336003200","Great food!","My 1 yr old Cocker Spaniel has been having issues with anal gland problems, so I've been trying to find a food to help solidify her #2's! She also had an allergic reaction to the last brand of food. (itcy, biting and chewing her paws and scratching) This one has done the trick! Do not have to squeeze her glands as much as usual, and the itching/biting has completely stopped! SO HAPPY to have found a food that is working so well for my little pup! :)"
"22763","B000QSOP5W","A2MSTZM2Z974YG","wolfalar","0","0","4","1321574400","Amazon needs to check price","Amazon indicates that the normal price for the 4 lbs of dog food is about $175 and that they are selling it for about $18.  I think they need to do some proof reading before placing product online."
"22764","B00513J3GS","A3UVPVNP88G9V","tech utilizer","2","2","2","1322179200","more gravy less chicken","Compared to other Fussie premium cat foods we tried this seems to have less in the can. We had them in 3 different occasions and cans do not have as much food so our cats feel hungry very soon."
"22765","B00513J3GS","A1UIAONQFJC29T","Chocoarisu","1","1","5","1323734400","Will be willing to eat for $20"," Length:: 0:28 MinsI try to choose wet food for my cat that i would be willing to eat if someone bet me $50 or less to. For the record i'm a very picky eater.The reason why i say $20 is because the can says cat food. If someone added some chicken broth and threw it in a bowl with some egg noodles, i will drink it all up thinking its regular chicken noodle soup. It seriously looks yummy. There's chunks of veggies in there, which my cat surprisingly eats most of. When i was feeding him steak frites by Weruva, there would be a pile of just the veggies left behind when he was done. The peas are a bit hard, so that's the only thing he refused to eat in the can. If you take the time to squish it and get rid of the skin, it seems to make it more edible for him. but i really don't have time to do that for him."
"22766","B00513J3GS","A15IABJGWI33MV","S. Edwards","1","1","5","1321228800","My Fussie cats love fussie cat","I've tried just about every kind of canned food there is and the only kind I can get my cats to eat is very expensive. I tried this and all three of my cats gobbled it up...in fact one was snorting while eating it. Even the picky little one loved it. The first ingredient is boneless white chicken, which is what my vet says to look for. Lots of vitamins including taurine which cats need. It has little bits of veggies and I thought they would just leave that in the dish, but they all ate that too. In fact it looks good enough for me to eat. I'm still trying other flavors, I've tried this and chicken with veggies and brown rice. They liked that one also. I also like how I can order straight from Amazon and not have to make a special trip to the out of the way Pet food store."
"22767","B00513J3GS","AD49674EWA74I","A. Lawless","3","4","3","1335744000","A bit disappointed.. but my cats love it.","Original Review: My favorite thing about this cat food (besides that it's good for my cats and they love it) is how you can actually tell that it is REAL chicken and REAL veggies. There is no second guessing, it doesn't even look like cat food. Love it!!*Update: I have 4 cats and I have noticed that after switching to Fussie Cat food their fur seems to have lost the natural oils which give them the 'shiny' healthy look. I looked this up and it could be from poor nutrition. I'm a bit disappointed.I found that adding some Omega 3 drops to their food helps. I tried switching but they really like their Fussie food. :P"
"22768","B00513J3GS","A3AGI078SE9D83","RK","0","0","4","1325030400","mine loved it","Just tried it on our very old cats who used to eat Fancy Feast but now have CD diet for medical reasons. This food seems to be the winner so far. They LOVED IT!!!"
"22769","B00513J3GS","A1KRDVD1TJUQ92","Melody ""5 feet of fury""","3","7","1","1327017600","DO NOT feed your cat Fussie Cat foods!!!","My oldest cat has become very finicky about his food, and I need him to gain some weight, so I decided to try a new food.  Fussie Cat gave him diarrhea, which I attributed to switching to a new food, but it lasted for the three weeks I fed it to him, and his fur became duller.  Every time my other two cats got into this food, they vomited, which they generally do not do.  My oldest cat just got a checkup.  He now has renal failure.  His numbers were 100% fine just a few months ago.  I can only attribute it to this food.  I believe he has acute renal failure due to some toxin from Fussie Cat.  Fussie Cat is from Thailand-- there are ZERO regulations for pet food there, and can write whatever they feel like on the can.  My vet, when he saw the food, told me to get my cat off of it, and said other clients of his had had bad reactions to this food.If you value your pet's health, stay far, far away from Fussie Cat.  I have my cat on Merrick now, and he is doing better.  I can only hope I can reverse the damage this food has done."
"22770","B00513J3GS","A1R8IX9JAD3LK1","A. Milliken","2","6","1","1322870400","Read the Ingredient List First","My cat had a severe allergic reaction from this food resulting in deep, crusty, oozing, lesions on his face around his mouth, up to his ears, and down to his neck. On close examination of the ingredients, one unusual additive is sunflower seed oil in this and other Fussie Cat flavors. He's back on his old food and healing nicely. I'll stick with the less expensive brands and save on vet bills from now on."
"22771","B000QNQZM8","A3N7T3Q56NR6UG","Peter N. Deweese","3","3","5","1309305600","How did I live without it?","I had this spice on my rice years ago at a Persian restaurant in Tyson's Corner, VA called Shamshiry.  I looked for it in the international section of every local grocery store and some asian groceries with no luck when I found it on Amazon and ordered it.  It is lemony but more complex then lemon juice and has a wonderful color.  It is amazing on fish, eggs, salad, avacado, even popcorn instead of salt.  I'm going to try it on everything, and then I'm going to order some more."
"22772","B000QNQZM8","A2NYK9KWFMJV4Y","Mike Tarrani ""Jazz Drummer""","1","1","5","1336780800","One of my essential spices - both on the table and in the kitchen","Besides black and red pepper this and cumin are my most used spices. I always sprinkle some over basmati rice, which is daily staple, as well as other dishes. It goes perfectly with fish.  When I have guests over and fish is on the menu, I use a little of this as a rub for guests who do not like fish that tastes fishy (go figure!)Other dishes that this goes perfectly with as a table spice are broccoli and rapini. I sometimes will sprinkle it on salads as well.Because I use this as a table spice as well as for cooking I have found the perfect table shakers for sumac (and cumin - another spice I sprinkle on many foods): NEW, 6 oz. (Ounce) Swirl Glass Cheese Shaker, Pepper Spice Shaker w/ Perforated Stainless Steel Lid - Set of 2.If you are reading this review you are probably looking for a source of high quality sumac - this is it."
"22773","B000QNQZM8","A2YMCPP3KW9IXU","USMC85","0","5","3","1300492800","A bit disappointed","I'm always looking for new flavors for my cooking. Supposedly, sumac gives a lemon flavor. I tried using it in rice and with fish, but I can't tell that it's even there. I'm not even sure if it is supposed to be cooked. Maybe it should be just sprinkled on after cooking. I've used it in tandem with preserved lemons, but I think it was the lemons that gave the dish such a strong lemon flavor."
"22774","B001EO7LQC","AK1Z3S7KYQZAZ","A. Hennessy ""Food Snob""","2","2","4","1215561600","Missing Trader Joes Crepes Discovered!!!!","I was crushed that my fav store discontinued my fav crepes (& the *only* mix I ever liked!).I called Trader Joes Customer Service, they were a brick wall (""Confidential"" who the real manufacturer of their crepes were)...My French friend had a brilliant idea to google the ingredients which lead me to this discovery! It also appears others are catching on b/c the Kungsornen crepe mix is sold out all over the web...The boxes from Amazon taste slightly 'barkier"" (hard to describe but I am a huge food snob), but it's the exact same ingredients so I'll live with it (ie, wheat flour, no sugar!).Pass the word out there, & if anyone else is as fanatical about this mix as I am, please help me petition Trader Joes to carry it once again! :)"
"22775","B001EO7LQC","A3GM9DEJCV9UH5","E. Marshall","0","0","2","1343088000","not what i expected","I was looking forward to this mix remembering wonderful Swedish pancakes we used to have in VA. Unfortunately, this mix didn't produce anything close to that - they turned out to be a tasteless version of French crepes. The pancakes also had a vague smell of fish. Considering that now I am stuck with 6 boxes, I am quite disappointed."
"22776","B001EO7LQC","A4EXOKUNHYQNJ","Lolita","0","0","5","1329004800","AWESOME FLAVOR...","I grew up in a house where as kids we would beg my mother to make Swedish pancakes from scratch (which is alot of work) so we didn't get them that often. I was out driving around the back country roads in Ma and came across this authentic country store. While I was browsing, I found this Swedish pancake mix and said, ""what the heck, I'll give it a try""...Well, I'm here to tell you that is tastes as close to homemade as it gets! Now in searching for it, I find it on Amazon.com. Awesome...so ordering I am! and recommending you try it too. I'm telling you, you can't go wrong if you're looking for authentic taste!!"
"22777","B001EO7LQC","A3RO8EWFXJSMLB","Belle Gayer","0","0","5","1326067200","WONDERFUL SWEDISH PANCAKES","These make GREAT Swedish pancakes and are less expensive than other brands.  Also, since I don't keep flour around the house, it is great to have when a recipe calls for a few tablespoons of flour.  My family is always happy when I take out the box of Kungsomen Swedish Pancake mix and the crepe pan on the weekends!!"
"22778","B001EO7LQC","AHHHSX3ALLU4F","Harold R. Demmon","0","0","5","1324166400","Great Swedish Pancakes","We have been buying this pancake mix from Ikea for years.  Suddenly Ikea quit stocking it.  So I Goggled Kungsornen Swedish Pancake & Waffle Mix and Amazon came up!  The mix is very easy to use and the pancakes are great!  Thin, moist and great tasting just like I remember when I was a young boy.  I highly recommend them."
"22779","B001EO7LQC","A2TZ2H73PL6KQA","J. Keiser ""moime""","0","0","4","1272758400","Carried at IKEA","Personally, would cut the added butter or vegetable oil by 1/2 but that is a personal taste.  Would buy again.  As I said, IKEA carries this mix."
"22780","B0060C853G","A2QOSZ9AAT1MCX","zk","1","1","5","1345507200","These are AWESOME!","Well you have to like black licorice to like these, but if you do.....damn!These are like good and plenty's, but much better. They are softer and don't stick to your teeth as bad. The only thing about these I don't like is I can't put them down."
"22781","B005YT1WRC","A1OCZE511V11O4","Debbie ""&#34;Natural&#34; mom""","0","0","5","1348012800","Great natural coconut water! Taste great!!","This is a great hydrating product, that's 100% natural. You can find it cheaper at Vitacost, with free s/h over $49. Just a FYI."
"22782","B002ARE9TY","A19OULRR4SESXV","MXC","0","0","1","1341360000","Nuts had gone bad.","Maybe I got the runt of the litter, but when I opened the bag, the foul musty/moldy smell hit me in the face. Even though the label (which was just a printed sticker as opposed to something stamped on the bag itself) said good until 1/2013, there was no doubt that the food had gone bad. Very disappointing."
"22783","B002ARE9TY","A1YVC9ZTP92S52","Brooks Brophy","0","0","5","1246060800","FANTASTIC *AND* HEALTHY!","What a great way...to enjoy a ""snack"" or accent your meal!  I have known/used Truson Organic products for years...they are top quality.  I particular like to apply them liberally on top of an evening salad.  Very healthy and tasty!!"
"22784","B001VIRC7E","A2YZI1D6RBO962","Barbara J. Sanders ""Barbi""","6","7","2","1251676800","To hard to bite","I have had organic dried fruit before and could actually chew it. Not this though. Too Hard..."
"22785","B001VIRC7E","ABUQVUSR6BI7C","Shari Gold","3","4","5","1243987200","AMAZING","Finally, dried pineapple that is not fluorescent yellow and covered in sugar. Kopali's dried pineapple is amazingly fresh, tasty, and plain - no sugar or anything else added. I found it to be a perfect snack for on the go, very delicious and feel good as well!! Plus they have a great mission. Hope you all love it as much as I do!"
"22786","B000MJKGHQ","A2Y3CWITEF9JGY","JP Salazar ""Web Developer""","1","1","5","1290384000","Dinner for Every Month","I got this Dinner of the Month Club pasta meal as a gift from a very special person back in CT where I used to live--I believe they are one of the leading gourmet presents companies nationwide.The pasta is ready literally within 15 minutes--a quick meal is a good thing, especially for a single guy like me who doesn't have the time of day to cook complicated stuff--and not only that, it tastes excellent! (I added some parmesan cheese to the sauces that I got in my fridge and it made it even better). Honestly I wasn't expecting it to taste this good. As an Italian food fan, I was pretty satisfied with this gift. If you don't want to leave the house or what to stay home to watch the game, it's a perfect gift. Do I recommend their food and services? Absolutely! Giving gifts like these are a good idea for single people like me, so I am thinking returning the favor and sending these to some people I know for the upcoming holidays."
"22787","B000MJKGHQ","A2U76GCOQQEZPA","Hannah Knox","1","3","5","1292112000","Dinner Club is GREAT","I recently joined the dinner of the month club and I am so glad I did! It may be the best gift I've ever given myself:) My entire family reaps the benefits because it is a treat for everyone, no matter age or gender. We always look forward to the arrival of a new and exciting pasta in the mail every month. We even have a tradition now in our house that we all cook dinner together on ""pasta night"" and enjoy a savory dish provided by the dinner club.It is so easy to make an impressive dinner with dinner club because they even send recipes to go along with their noodles and sauces! I recently received the Vegan Pumpkin pasta fettuccine paired with the Butternut Squash with Parmesan Cheese. I also got the Italian Spice Linguini with the Organic Roasted Garlic sauce. Even just boiling the noodles warms your home with a delicious fragrance. Everything I have ever received from Flying Noodle has always been of the highest quality. I have friends over to play dominoes every Tuesday night and I always brag about my Flying Noodle packages. They have tried most of my dishes and always want to know where they can get the noodles and sauces at our local grocery store. There is just nothing like it that you can buy from the store, I have since gotten all of my domino friends on Flying Noodle- dinner of the month club.I definitely know where to go to do my Christmas shopping this year! There is something for everyone and I know I can trust Flying Noodle to deliver the best quality of products to my loved ones."
"22788","B001EQ55JA","A2PI925VO6INSN","CK","1","2","1","1330992000","Bad aftertaste","I like natural products. This product tastes like feces in my opinion. I really enjoy other Eden products, but this one really is an acquired taste. I am sure some folks will love it... but in my opinion I will go for the opposite."
"22789","B00800CDCA","A34SBLYUXIX8SL","jim gardner ""jim G""","0","0","5","1346544000","Spices for canning","Great product and price if you need large quantity. Always need large quantities when canning beets. This saves a lot of money comparied to the little .9 ounce cans found in the grocery store."
"22790","B004IU1NHW","A1IWX44OS64JKN","Ryerson","0","0","5","1320451200","a sweet treat","Mrs Bryant's Strawberry Apple Sauce tastes like a summer day  with the  lovely taste of ripe strawberries mingled With the  pure taste of apples.  With no added sugar I was able to give this to a friend with Diabetes and she was able to enjoy it as a special treat - making this sauce even more special."
"22791","B004LL7GHO","AKZMAUZXDN0NL","Stacy","42","43","5","1333756800","Nutritional Information","Silk Pure Almond® Original AlmondmilkNutrition FactsServing Size 1 cup (240mL)Amount per ServingCalories 60  Calories from Fat 25% Daily Value*Total Fat 2.5g 4%  Saturated Fat 0g 0%  Trans Fat 0g  Polyunsaturated Fat 0.5g  Monounsaturated Fat 1.5gCholesterol 0mg 0%Sodium 150mg 6%Potassium 60mg 2%Total Carbohydrates 8g 3%  Dietary Fiber 1g 4%  Sugars 7gProtein 1gVitamin A 10%Vitamin C 0%Calcium 45%Iron 4%Vitamin D 25%Vitamin E 50%Riboflavin 25%Vitamin B12 50%Magnesium 4%Zinc 10%Copper 2%Manganese 4%* Percent Daily Values are based on a 2,000-calorie diet. Your daily values may be higher or lower depending on your calorie needs:"
"22792","B004LL7GHO","A19698BRCQVCYU","lipid@68k.org","14","16","3","1335139200","It's full of thickeners.","Here are the ingredients: All Natural Almondmilk (Filtered Water, Almonds), All Natural Evaporate Cane Juice, Calcium Carbonate, Sea Salt, Locust Bean Gum, Sunflower Lecithin, Gellan Gum, d-alpha-Tocopherol (Natural Vitamin E), Zinc Gluconate, Vitamin A Palmitate, Riboflavin (B2), Vitamin B12, Vitamin D2.Locust Bean Gum, Sunflower Lecithin, and Gellan Gum are thickeners.There's also 50% of the RDA of Vitamin E and 45% of the RDA of Calcium in 1 cup.  It seems excessively supplemented."
"22793","B004LL7GHO","A3PV363BRKCD8M","Courtenay Smith","5","5","5","1334016000","Tasty Alternative to Soy or Rice Milk","Silk Pure Almond is a very tasty alternative to soy or rice milk. It's thicker than rice milk and just as creamy as soy milk. The taste is not what you would expect either--it's not very ""nutty"" tasting. It mixes well with just about anything, but I usually just use it for my morning cereal."
"22794","B004LL7GHO","A3IV7XJDAPKBWZ","Marishca :-)","18","23","5","1312761600","Absolutely delicious!","This is the best almond milk I've ever tasted!!! (vanilla flavor is even sweeter) and it is the only almond milk I know that doesn't contain Carrageenan (which is not good for you) I used to drink other Silk milks such as very vanilla soy milk...but switched to this when I got pregnant. I didn't want to feed my baby with carrageenan.I wish Silk company could find a way to not use carrageenan in any of their milks! But this one is my favorite!!!"
"22795","B004LL7GHO","A1D2ZYEXKQQ8FU","luvstoshop","7","8","5","1320624000","Stock up, this is great!","I bought a bunch of these because the almond milk is my favorite brand SILK, like the name the product is smooth. the best almond milk on the market. I love to drink this daily, and it is totally dairy-free which i love. Almond milk is so perfect to use in recipes and makes great pancakes, waffles, cakes, and smoothies. try it and i'm sure you will love it as much as i do."
"22796","B004LL7GHO","A2NOW4U7W3F7RI","rpv","4","4","5","1331683200","Very nice drink","This drink is very nice and contains Almond which has lot of nutrition. It tastes also good, not too sweet and good with cereals. Good for kids. I tend to add a ripe banana and mix with it and take it for breakfast."
"22797","B004LL7GHO","A3PWRUWJ3Q1H5Y","Stanley Hopkins","8","10","2","1316390400","Too thick.","This stuff tastes ok, but its consistency is way too thick. If you like whole milk you might like this, but I couldn't stand it. I much prefer Almond Breeze (un-sweetened)."
"22798","B004LL7GHO","A3ART1EIT6930S","Vivian","3","3","5","1326844800","Use it everyday","We are a dairy free family and use Silk Pure Almond Milk everyday in our cereal and as a drink. Fantastic stuff! We buy both refrigerated and shelf almond milk. These are about the same price as buying it from the dairy section at the grocery store. We buy them for food storage. These came in handy for us this week when the snow came in. We didn't have to rush to the grocery store to buy milk because we were covered. :) I love Silk!"
"22799","B004LL7GHO","A2FRFAQCWZJT3Q","B. Davis ""The Happy Hermit""","2","2","5","1328918400","Not quite as creamy as Silk soy but almost","My main use for almond, soy, or rice milk is to use in coffee or tea.  The best so far is Silk soymilk original but this Silk almond milk is very nearly as good.  Actually as far as taste goes I'd say the almond milk might be best but for using in coffee the soy edges out the almond for creaminess.  I totally enjoy them both and have been buying the almond milk from Amazon at a very fair price.  But now it's off the Subscribe and Save program so the cost will go up .  I intend to continue buying either Silk almond or Silk soy milk because they are the best for me."
"22800","B004LL7GHO","A18YIEUZL1IQNG","Joel Burge","2","2","5","1328400000","Yeah, I said it...","I actually did say to my brother on one occasion, I would take almond milk with Kellogg's Raisin Bran Cereal, 20-Ounce Boxes  (Pack of 4) over a steak dinner. Yeah, I know I'll probably never get a date again. Word up; it's elegnicity."
"22801","B004LL7GHO","A2Q2GDB5XDYQV5","From The Tree House","4","5","5","1320019200","Perfect for baking","I was always short of milk whenever I baked, made sauces, or smoothies. Silk Pure Almond, as well as their dark chocolate beverage, are very convenient. Any time you want to prepare a recipe requiring buttermilk, for instance, just use silk and add a tablespoon of lemon juice. Pancakes made with the dark chocolate Silk are a big hit, as are milkshakes and pudding. The price is reasonable as well, and delivered, so no lugging cartons home. I am pleased and will recommend highly."
"22802","B004LL7GHO","A131T9NLMRGSYT","PurlyGates","1","1","5","1332806400","Better than Milk","I love this stuff, it makes great iced coffee. Mainly I buy it for cereal. The price is good since in the stores they seem to be going up. I got my sister hooked on it. Usually I get the 40 cal. but no prime this time so I  went with  the 60 cal."
"22803","B004LL7GHO","A2WYIR65S950TZ","der_dicht","0","0","5","1348963200","Good product and good value","Please be aware that these are 6 32 oz (1 quart) packages and not half gallons as you may believe. The good thing about this is the shelf life of the packages. A normal half gallon is good for about as long as a regular milk product. These are good for months until you open them and then they are good for 10 to 14 days.  I use them to make a protein shake with fresh bananas that I have frozen. I use a non-dairy protein powder and it all tastes great.  Once I open the carton, I date it with the opening date so I can track it. That aside, it is a good product with a good taste, but not so good with cereal that gets soggy, like Raisin Bran.  It is not bad, just not the same as with 2% milk. I did not think I would like it, but, for health reasons I made the change and it is a good one."
"22804","B004LL7GHO","A30IYN5030UHBR","Josh","0","0","5","1345593600","Great Alternative for Those Who Can't/Don't like Ordinary Milk","I use this from just ordinary drinking to mixing in my steelcut oatmeal. It's delicious and tastes similar to soymilk with a nutty hint. I'm a fan of the taste of soymilk anyways, so I naturally liked this stuff, but I stopped drinking soymilk a while back; for the men out there though soy milk increases estrogen (allegedly) and I'd rather not take that risk. For those who don't like soymilk, I would not recommend this product as it is very similar in taste. Keeps well enough but I went through the entire case in less than a month (once opened each box lasts around a week)."
"22805","B004LL7GHO","A3C1H6WWL9Q9KQ","Hdsmith1989","0","0","5","1343952000","very nice","the taste shocked me.....i instantly tasted it comparing it to the 2% i have been drinking all my life...and when you have those expectations it will let you down..when i got over it i noticed it just taste like liquid almonds and i love almonds so its very nice to me...and if you like almonds i don't see why you wouldn't like the taste"
"22806","B004LL7GHO","ASYLFJ5GNEA1D","18","0","0","5","1340236800","First time and already love the taste!","Tried it for the first time today. I was a little skeptical at first, but to my surprise it tastes great. I will definitely be drinking this for milk from now on."
"22807","B004LL7GHO","A3GGE88H2TNVQ2","heyDuh","0","0","3","1339459200","Convenient and Pricey","The milk is ""creamy"" and tastes nice. No complaints on this front. However, WholeFoods sells organic almond milk for a lot less. This product is great to have in the pantry but I would not be buying frequently from Amazon."
"22808","B004LL7GHO","A17YL9J077GUS2","T. Richardson ""Many Things Make Me Who I Am""","6","10","2","1314316800","Costco","If you have a Costco card buy it there, this is a ripoff. At Costco you get three 1/2 gallons for about $7-10, about 1/4 of this price for the same amount of beverage."
"22809","B004LL7GHO","A2F3GOVJ8VCMBK","alexisg112","4","10","1","1332288000","Get Blue Diamond Almond Milk Instead","The taste of this almond milk is so off that I cannot even finish the carton that I purchased. I prefer Blue Diamond original Almond milk"
